suburb,state,latitude,longitude
North Yeoval,NSW,-32.7386,148.6571
Maryvale,NSW,-32.4735,148.9012
Farnham,NSW,-32.85,149.0833
Medway,NSW,-34.4916,150.2823
Yarragal,NSW,-32.5929,149.1136
Bakers Swamp,NSW,-32.781,148.9153
Suntop,NSW,-32.5652,148.8346
Stuart Town,NSW,-32.8,149.0833
Neurea,NSW,-32.69,148.9489
Comobella,NSW,-32.4,148.9667
Nanima,NSW,-35.0129,149.1277
Molong,NSW,-33.0923,148.87
Garra,NSW,-33.1167,148.7667
Larras Lee,NSW,-33.0,148.85
Euchareena,NSW,-32.9167,149.1167
Amaroo,NSW,-33.1595,148.9274
Warnecliffe,NSW,-33.0191,148.9177
Cundumbul,NSW,-32.8557,148.9296
Boomey,NSW,-32.9927,148.9636
The Shades,NSW,-33.0191,148.9177
Eurimbla,NSW,-32.8463,148.8435
Yullundry,NSW,-32.8812,148.6995
Eurimbula,NSW,-32.8812,148.6995
Loombah,NSW,-32.8812,148.6995
Cumnock,NSW,-32.9306,148.7549
Baldry,NSW,-32.8667,148.5
Bournewood,NSW,-32.7309,148.624
Obley,NSW,-32.7,148.5667
Yeoval,NSW,-32.7542,148.6481
Hunter Region Mc,NSW,-32.5941,151.8862
Bonnington Park,NSW,-32.356,151.5208
Lostock,NSW,-32.3333,151.45
Mount Rivers,NSW,-32.3652,151.4846
Lewinsbrook,NSW,-32.4363,151.5622
Halton,NSW,-32.3167,151.5167
East Gresford,NSW,-32.4138,151.5565
Bingleburra,NSW,-32.3802,151.6238
Upper Allyn,NSW,-32.356,151.5208
Gresford,NSW,-32.4273,151.5375
Eccleston,NSW,-32.25,151.5
Allynbrook,NSW,-32.3614,151.5364
Carrabolla,NSW,-32.2757,151.4402
Telarah,NSW,-32.7288,151.5345
Glen Oak,NSW,-32.6167,151.7167
Anambah,NSW,-32.6718,151.4951
Maitland Vale,NSW,-32.6769,151.5557
Rutherford,NSW,-32.7167,151.5333
Bolwarra,NSW,-32.7167,151.5667
Hillsborough,NSW,-32.9655,151.6724
Farley,NSW,-32.7333,151.5167
Windella,NSW,-32.7033,151.4802
Lorn,NSW,-32.727,151.5724
Maitland,NSW,-32.7331,151.5574
Aberglasslyn,NSW,-32.7,151.5333
Oakhampton Heights,NSW,-32.7104,151.5537
Largs,NSW,-32.7,151.6
Allandale,NSW,-32.7246,151.4094
Oakhampton,NSW,-32.7,151.5667
Mount Dee,NSW,-32.72,151.5334
Keinbah,NSW,-32.7599,151.4033
Louth Park,NSW,-32.7709,151.5483
Gosforth,NSW,-32.6523,151.4897
Mindaribba,NSW,-32.6572,151.5867
Horseshoe Bend,NSW,-32.7353,151.5683
Rothbury,NSW,-32.7485,151.3429
South Maitland,NSW,-32.7453,151.5634
Rosebrook,NSW,-32.65,151.5167
Bolwarra Heights,NSW,-32.701,151.5854
Melville,NSW,-32.72,151.5334
Pokolbin,NSW,-32.8,151.2833
Maitland North,NSW,-32.72,151.5334
Wallalong,NSW,-32.6956,151.6496
Stroud Road,NSW,-32.35,151.9333
Upper Karuah River,NSW,-32.3241,151.9093
Nooroo,NSW,-32.3943,151.901
Weismantels,NSW,-32.2608,151.9427
Monkerai,NSW,-32.2915,151.8602
Dungog,NSW,-32.4043,151.7519
Martins Creek,NSW,-32.55,151.6167
Sugarloaf,NSW,-32.3895,151.719
Wallaringa,NSW,-32.4479,151.6759
Wirragulla,NSW,-32.4773,151.7521
Wallarobba,NSW,-32.4881,151.7017
Munni,NSW,-32.334,151.67
Tabbil Creek,NSW,-32.4145,151.7399
Stroud Hill,NSW,-32.3841,151.7868
Underbank,NSW,-32.2811,151.6062
Bendolba,NSW,-32.3518,151.7301
Hilldale,NSW,-32.5069,151.6502
Marshdale,NSW,-32.4362,151.7928
Cambra,NSW,-32.4397,151.6947
Bandon Grove,NSW,-32.4397,151.6947
Tillegra,NSW,-32.4397,151.6947
Upper Chichester,NSW,-32.4397,151.6947
Dusodie,NSW,-32.4397,151.6947
Hanleys Creek,NSW,-32.4245,151.6734
Brookfield,NSW,-32.5093,151.7596
Main Creek,NSW,-32.297,151.8026
Fosterton,NSW,-32.3474,151.7612
Flat Tops,NSW,-32.4639,151.8123
Salisbury,NSW,-32.25,151.5667
Brownmore,NSW,-32.4397,151.6947
Dingadee,NSW,-32.4397,151.6947
Chichester,NSW,-32.2,151.6167
Mabins Well,NSW,-34.5833,145.8019
Gala Vale,NSW,-34.5833,145.8019
Mairjimmy,NSW,-35.4932,145.7475
Coree South,NSW,-35.3454,145.4289
Jerilderie,NSW,-35.3576,145.7296
Four Corners,NSW,-32.137,146.3013
Moulamein,NSW,-35.0906,144.0363
Dhuragoon,NSW,-35.1946,144.1085
Niemur,NSW,-35.1426,144.0724
Perekerten,NSW,-35.1426,144.0724
Congo,NSW,-35.9563,150.1491
Bingie,NSW,-36.0105,150.1483
Moruya,NSW,-35.9125,150.0814
Mossy Point,NSW,-35.8398,150.1804
Kiora,NSW,-35.9052,150.0151
Coila,NSW,-36.0068,150.0965
Wamban,NSW,-35.9518,150.0276
Tomakin,NSW,-35.8233,150.1879
Tuross Head,NSW,-36.0533,150.1332
Bergalia,NSW,-35.9818,150.1012
Deua,NSW,-35.8298,149.9836
Broulee,NSW,-35.8547,150.1739
Mogendoura,NSW,-35.8652,150.0512
Deua River Valley,NSW,-35.8298,149.9836
Moruya Heads,NSW,-35.9177,150.1537
Turlinjah,NSW,-36.0333,150.1
Meringo,NSW,-35.9803,150.1346
Stony Creek,NSW,-36.2891,148.7385
Cadgee,NSW,-36.1582,149.8996
Belowra,NSW,-36.199,149.7088
Bodalla,NSW,-36.0912,150.0506
Potato Point,NSW,-36.0946,150.1389
Eurobodalla,NSW,-36.1485,149.9679
Nerrigundah,NSW,-36.1167,149.9
Wyanbene,NSW,-35.7678,149.6651
Krawarree,NSW,-35.8152,149.6346
Jinden,NSW,-35.9041,149.5747
Tianjara,NSW,-35.1167,150.3333
Palerang,NSW,-35.4753,149.7926
Gundillion,NSW,-35.4753,149.7926
Bombay,NSW,-35.4753,149.7926
Snowball,NSW,-35.9333,149.5833
Boro,NSW,-35.15,149.6667
Monga,NSW,-35.5755,149.9204
Tolwong,NSW,-35.4753,149.7926
Jerrabattculla,NSW,-35.4753,149.7926
Araluen North,NSW,-35.4753,149.7926
Jerrabattgulla,NSW,-35.6929,149.587
Quiera,NSW,-35.4753,149.7926
Murrengenburg,NSW,-35.4753,149.7926
Manar,NSW,-35.2693,149.6782
Wog Wog,NSW,-35.2944,150.0327
Hereford Hall,NSW,-35.7717,149.5701
Tomboye,NSW,-35.2712,149.9424
St George,NSW,-35.4753,149.7926
Neringla,NSW,-35.7553,149.8239
Larbert,NSW,-35.2985,149.7679
Merricumbene,NSW,-35.7335,149.896
Jembaicumbene,NSW,-35.4753,149.7926
Kain,NSW,-35.7167,149.5667
Endrick,NSW,-35.4753,149.7926
Mulloon,NSW,-35.2982,149.6088
Araluen,NSW,-35.6459,149.8174
Bulee,NSW,-35.4753,149.7926
Braidwood,NSW,-35.4415,149.7998
Coolumburra,NSW,-35.4753,149.7926
Berlang,NSW,-35.4753,149.7926
Sassafras,NSW,-35.1,150.25
Oallen,NSW,-35.1665,149.9622
Touga,NSW,-34.9546,150.0911
Majors Creek,NSW,-35.5689,149.7455
Oranmeir,NSW,-35.4753,149.7926
Kindervale,NSW,-35.6164,149.6091
Durran Durra,NSW,-35.3529,149.8787
Back Creek,NSW,-35.4753,149.7926
Jingera,NSW,-35.6673,149.4287
Ballalaba,NSW,-35.5902,149.6655
Reidsdale,NSW,-35.5818,149.8512
Warri,NSW,-35.5617,149.2356
Northangera,NSW,-35.4703,149.9267
Budawang,NSW,-35.4507,149.9657
Corang,NSW,-35.2,150.0167
Marlowe,NSW,-35.3,149.8833
Mongarlowe,NSW,-35.4333,149.9333
Nerriga,NSW,-35.1167,150.0833
Bendoura,NSW,-35.5167,149.7
Farringdon,NSW,-35.517,149.6661
Harolds Cross,NSW,-35.5641,149.5545
Charleys Forest,NSW,-35.3558,149.9957
Wetherill Park Dc,NSW,-33.8428,150.9006
Old Guildford,NSW,-33.8643,150.9839
Yennora,NSW,-33.8617,150.9686
Guildford West,NSW,-33.8494,150.9648
Guildford,NSW,-33.8586,150.9946
Canley Vale,NSW,-33.8866,150.948
Cabramatta West,NSW,-33.893,150.9119
Lansvale,NSW,-33.9007,150.9508
Cabramatta,NSW,-33.8974,150.9345
Canley Heights,NSW,-33.8826,150.9241
Casula,NSW,-33.9522,150.8995
Lurnea,NSW,-33.9354,150.8967
Hammondville,NSW,-33.9483,150.9521
Chipping Norton,NSW,-33.918,150.9593
Mount Pritchard,NSW,-33.903,150.9046
Liverpool,NSW,-33.9194,150.9259
Warwick Farm,NSW,-33.9129,150.937
Casula Mall,NSW,-33.9305,150.9226
Liverpool South,NSW,-33.9305,150.9226
Prestons,NSW,-33.9419,150.8717
Liverpool Westfield,NSW,-33.9305,150.9226
Horsley Park,NSW,-33.8432,150.8489
Abbotsbury,NSW,-33.8701,150.8612
Bossley Park,NSW,-33.8618,150.8841
St Johns Park,NSW,-33.883,150.9018
Wakeley,NSW,-33.8743,150.9098
Prairiewood,NSW,-33.8632,150.9052
Edensor Park,NSW,-33.8797,150.8778
Greenfield Park,NSW,-33.8746,150.8919
Bonnyrigg,NSW,-33.8936,150.8891
Bonnyrigg Heights,NSW,-33.8912,150.8699
Wentworth Port,NSW,-33.8924,150.8795
Mount Vernon,NSW,-33.8604,150.8101
Cecil Park,NSW,-33.8743,150.8418
Kemps Creek,NSW,-33.8806,150.7876
Khancoban,NSW,-36.2166,148.1299
Walbundrie,NSW,-35.6938,146.742
Bidgeemia,NSW,-35.8976,147.3391
Yerong Creek,NSW,-35.3887,147.058
Gerogery,NSW,-35.8344,146.9928
Greg Greg,NSW,-36.0485,148.0512
Indi,NSW,-35.8976,147.3391
Welaregang,NSW,-35.998,147.9637
Jingellic,NSW,-35.9152,147.6846
Tooma,NSW,-35.9707,148.0518
Murray Gorge,NSW,-35.8976,147.3391
Glenellen,NSW,-35.9152,146.9179
Jagumba,NSW,-35.8976,147.3391
Jagungal Wilderness,NSW,-35.8976,147.3391
Jindera,NSW,-35.9547,146.8885
Wrathall,NSW,-35.8976,147.3391
Brocklesby,NSW,-35.8249,146.6751
Rand,NSW,-35.6008,146.6235
Burrumbuttock,NSW,-35.8375,146.8023
Geehi,NSW,-36.3667,148.1667
Howlong,NSW,-35.982,146.6325
Burcher,NSW,-33.5141,147.2532
West Wyalong,NSW,-33.9237,147.2047
Wyalong,NSW,-33.9257,147.2426
Alleena,NSW,-34.0688,147.1392
Back Creek,NSW,-33.8267,147.1746
Lake Cowal,NSW,-33.6877,147.3586
Nanami,NSW,-33.5333,148.4
Eugowra,NSW,-33.4273,148.3714
Trajere,NSW,-33.4833,148.3833
Grenfell,NSW,-33.8955,148.1644
Caragabal,NSW,-33.8333,147.75
Pinnacle,NSW,-33.8568,147.9645
Piney Range,NSW,-33.85,147.9167
Glenelg,NSW,-33.8568,147.9645
Pullabooka,NSW,-33.7452,147.7893
Warraderry,NSW,-33.7667,148.2167
Bimbi,NSW,-34.05,147.95
The Troffs,NSW,-32.8333,147.6667
Trundle,NSW,-32.9248,147.7105
Ootha,NSW,-33.1219,147.4463
Fifield,NSW,-32.808,147.4592
Yarrabandai,NSW,-33.128,147.579
Bruie Plains,NSW,-32.7833,147.85
Botfields,NSW,-33.1231,147.9104
Bogan Gate,NSW,-33.1167,147.8167
Nelungaloo,NSW,-33.1333,148.0
Gunningbland,NSW,-33.1193,147.9146
Gunning Gap,NSW,-33.1231,147.9104
Derriwong,NSW,-33.0985,147.3346
Milby,NSW,-32.8231,146.6359
Kiacatoo,NSW,-33.0652,146.8179
Mulguthrie,NSW,-32.8231,146.6359
Eremerang,NSW,-32.6274,146.3999
Euabalong,NSW,-33.1101,146.4703
Boona Mount,NSW,-32.621,147.1822
Mount Hope,NSW,-32.839,145.8806
Euabalong West,NSW,-33.0574,146.3957
Bobadah,NSW,-32.3083,146.6914
Condobolin,NSW,-33.0888,147.1514
Hurstville Bc,NSW,-33.9537,151.1175
Kingsgrove Dc,NSW,-33.9537,151.1175
Hurstville,NSW,-33.9799,151.0903
Sutherland,NSW,-34.031,151.0553
Kogarah Bay,NSW,-33.9795,151.1212
Ramsgate,NSW,-33.9822,151.14
Ramsgate Beach,NSW,-33.9852,151.1463
Monterey,NSW,-33.9725,151.1481
Beverley Park,NSW,-33.9771,151.1344
Sandringham,NSW,-33.9945,151.1391
Dolls Point,NSW,-33.9934,151.1447
Sans Souci,NSW,-33.9899,151.1333
Hurstville Grove,NSW,-33.9799,151.0903
Hurstville Westfield,NSW,-33.9799,151.0903
Carss Park,NSW,-33.9867,151.1173
Blakehurst,NSW,-33.9915,151.1088
South Hurstville,NSW,-33.9776,151.1055
Kyle Bay,NSW,-33.9879,151.0994
Connells Point,NSW,-33.9883,151.0909
Penshurst,NSW,-33.9667,151.0833
Mortdale,NSW,-33.969,151.0723
Oatley,NSW,-33.98,151.072
Tonderburine,NSW,-31.347,148.8225
Bourbah,NSW,-31.311,148.6349
Gulargambone,NSW,-31.3353,148.4725
Black Hollow,NSW,-31.311,148.6349
Mount Tenandra,NSW,-31.311,148.6349
Warrumbungle,NSW,-31.311,148.6349
Quanda,NSW,-31.1158,148.7696
Yarragrin,NSW,-31.6673,149.1419
Mollyan,NSW,-31.5952,149.233
Mendooran,NSW,-31.8229,149.1222
New Mollyan,NSW,-31.5952,149.233
Haymarket,NSW,-33.8787,151.2053
Tallaganda,NSW,-34.7699,149.2856
Bevendale,NSW,-34.5333,149.1167
Merrill,NSW,-34.6711,149.2782
Wollogorang,NSW,-34.7699,149.2856
Dalton,NSW,-34.718,149.1932
Lade Vale,NSW,-34.7699,149.2856
Gunning,NSW,-34.7825,149.2662
Broadway,NSW,-34.7699,149.2856
Biala,NSW,-34.5946,149.2626
Lake George,NSW,-35.0998,149.394
Bellmount Forest,NSW,-34.9225,149.2427
Lerida,NSW,-34.8748,149.3648
Oolong,NSW,-34.7907,149.179
Breadalbane,NSW,-34.8,149.4833
Blakney Creek,NSW,-34.633,149.0212
Cullerin,NSW,-34.7809,149.3564
Collector,NSW,-34.9167,149.4333
Gurrundah,NSW,-34.661,149.4068
Yarara,NSW,-35.7206,147.6406
Mountain Creek,NSW,-35.7652,147.1346
Little Billabong,NSW,-35.5818,147.5346
Woomargama,NSW,-35.8347,147.2451
Holbrook,NSW,-35.721,147.316
Wantagong,NSW,-35.7843,147.3529
Mullengandra,NSW,-35.9012,147.164
Lankeys Creek,NSW,-35.8152,147.6512
Bowna,NSW,-35.9348,147.1372
Coppabella,NSW,-35.7843,147.3529
Carnsdale,NSW,-35.6637,147.0787
Morven,NSW,-35.6606,147.119
Culcairn,NSW,-35.6667,147.0385
Mangoplah,NSW,-35.3833,147.25
Galore,NSW,-34.998,146.8128
Humula,NSW,-35.4896,147.7615
Oberne,NSW,-35.4068,147.8375
Marrar,NSW,-34.8333,147.3667
Cowabbie,NSW,-34.5815,146.9698
Old Junee,NSW,-34.8333,147.5333
Tabbita,NSW,-34.1071,145.8463
Goolgowi,NSW,-33.9768,145.7073
Matong,NSW,-34.7671,146.9239
Boree Creek,NSW,-35.1066,146.6085
Landervale,NSW,-34.5458,146.6991
Rosewood,NSW,-35.673,147.8626
Gumly Gumly,NSW,-35.1273,147.4335
Uranquinty,NSW,-35.1935,147.246
Ladysmith,NSW,-35.2095,147.5118
Grong Grong,NSW,-34.7368,146.7822
Tarcutta,NSW,-35.2774,147.7359
Murrulebale,NSW,-34.8548,146.9767
Merriwagga,NSW,-33.8161,145.6242
Boorga,NSW,-34.0326,146.021
Werris Creek,NSW,-31.3491,150.6487
Warrah Ridge,NSW,-31.5667,150.55
Caroona,NSW,-31.4066,150.4264
Coomoo Coomoo,NSW,-31.5165,150.387
Wallabadah,NSW,-31.5425,150.8282
Walhallow,NSW,-31.5165,150.387
Blackville,NSW,-31.6438,150.2361
Borambil,NSW,-31.5071,150.6419
Colly Blue,NSW,-31.4592,150.1458
Pine Ridge,NSW,-31.499,150.4539
Yannergee,NSW,-31.4437,150.0303
Windy,NSW,-31.5976,150.3836
Quipolly,NSW,-31.4284,150.6564
Quirindi,NSW,-31.5076,150.679
Yarraman,NSW,-31.6627,150.1436
Spring Ridge,NSW,-31.4,150.25
Bundella,NSW,-31.5664,149.9929
Orange Grove,NSW,-32.0473,146.6726
Rangari,NSW,-30.6779,150.3917
Meermaul,NSW,-31.0333,150.2167
Ghoolendaadi,NSW,-30.9493,149.8974
Gunnedah,NSW,-30.9807,150.2584
Burburgate,NSW,-31.0255,149.8413
Emerald Hill,NSW,-30.8833,150.0833
Gunnembene,NSW,-31.0255,149.8413
Noggabri,NSW,-31.0255,149.8413
Coocooboonah,NSW,-31.0,150.1333
Basin Plain,NSW,-31.0255,149.8413
Kelvin,NSW,-30.8152,150.3512
Milroy,NSW,-31.15,150.05
Blue Vale,NSW,-30.8074,150.1541
Marys Mount,NSW,-30.9361,150.0459
Boggabri,NSW,-30.7095,150.0412
Willala,NSW,-30.8152,149.8679
Maules Creek,NSW,-30.5437,150.2045
Wean,NSW,-30.7,150.2833
Paradise,NSW,-29.6633,151.1994
Kings Plains,NSW,-29.6633,151.1994
Stanborough,NSW,-29.9869,151.0686
Little Plain,NSW,-29.6633,151.1994
Wandera,NSW,-29.6696,151.1474
Elsmore,NSW,-29.8065,151.2689
Wallangra,NSW,-29.2468,150.8931
Mount Russell,NSW,-29.6772,150.9286
Howell,NSW,-29.95,151.0333
Woodstock,NSW,-29.6633,151.1994
Inverell,NSW,-29.774,151.1117
Brodies Plains,NSW,-29.8094,151.1956
Newstead,NSW,-29.8333,151.35
Gum Flat,NSW,-29.7791,150.9832
Cherry Tree Hill,NSW,-29.5368,150.9946
Swanbrook,NSW,-29.6633,151.1994
Sapphire,NSW,-29.6846,151.3375
Long Plain,NSW,-29.6633,151.1994
Rob Roy,NSW,-29.75,151.0167
Bukkulla,NSW,-29.5045,151.1293
Nullamanna,NSW,-29.65,151.2167
Gilgai,NSW,-29.8527,151.1181
Graman,NSW,-29.4694,150.9267
Oakwood,NSW,-29.6458,151.0442
Auburn Vale,NSW,-29.821,151.0454
Copeton,NSW,-29.8853,150.9323
Bohena Creek,NSW,-30.4077,149.6323
Couradda,NSW,-30.0235,149.9609
Berrigal,NSW,-30.0177,150.0787
Narrabri West,NSW,-30.3333,149.75
Harparary,NSW,-30.5333,150.0167
Turrawan,NSW,-30.4642,149.8849
Kaputar,NSW,-30.2941,150.1447
Eulah Creek,NSW,-30.1828,150.1456
Bullawa Creek,NSW,-30.3068,150.0012
Tarriaro,NSW,-30.1828,150.1456
Rocky Creek,NSW,-30.0333,150.2667
Narrabri,NSW,-30.3249,149.7827
Edgeroi,NSW,-30.1221,149.8012
Jacks Creek,NSW,-30.4977,149.7394
Baan Baa,NSW,-30.5978,149.9496
Pallamallawa,NSW,-29.4741,150.134
Milguy,NSW,-29.5088,150.1687
Biniguy,NSW,-29.5435,150.2033
Moree,NSW,-29.4628,149.8416
Terry Hie Hie,NSW,-29.7968,150.148
Tikitere,NSW,-29.8102,149.8062
Tulloona,NSW,-29.8102,149.8062
Bullarah,NSW,-29.5074,149.1209
Crooble,NSW,-29.2659,150.2555
Moree East,NSW,-29.8102,149.8062
Ashley,NSW,-29.3136,149.8081
Mallowa,NSW,-29.6625,149.3256
Delungra,NSW,-29.654,150.83
Myall Creek,NSW,-29.75,150.7667
Gragin,NSW,-29.6233,150.7789
Koloona,NSW,-29.626,150.7333
Balfours Peak,NSW,-29.4632,150.7855
Yallaroi,NSW,-29.1167,150.4833
North Star,NSW,-28.9348,150.3896
Blue Nobby,NSW,-29.0818,150.6586
Mungle,NSW,-28.8445,150.4042
Boonal,NSW,-28.736,150.6239
Boggabilla,NSW,-28.6048,150.3593
Kulnura,NSW,-33.205,151.1759
Narara,NSW,-33.3959,151.3353
Wendoree Park,NSW,-33.4566,151.1675
North Gosford,NSW,-33.414,151.3516
Glenworth Valley,NSW,-33.4073,151.1842
Point Frederick,NSW,-33.4404,151.3432
Gosford West,NSW,-33.4258,151.317
Mangrove Creek,NSW,-33.35,151.15
Erina,NSW,-33.4322,151.3897
Greengrove,NSW,-33.3801,151.1586
Holgate,NSW,-33.4,151.4167
West Gosford,NSW,-33.4258,151.317
Peats Ridge,NSW,-33.3167,151.2333
Mount White,NSW,-33.4532,151.2004
Mount Elliot,NSW,-33.4009,151.3879
Tascott,NSW,-33.4502,151.3137
Niagara Park,NSW,-33.3764,151.3486
Somersby,NSW,-33.3667,151.2833
Donovans Forest,NSW,-33.3953,151.2831
Bucketty,NSW,-33.3953,151.2831
Mooney Mooney Creek,NSW,-33.4669,151.212
Point Clare,NSW,-33.4438,151.3273
Ten Mile Hollow,NSW,-33.3953,151.2831
Calga,NSW,-33.4312,151.2275
Lower Mangrove,NSW,-33.4,151.15
Gosford,NSW,-33.4244,151.344
Mangrove Mountain,NSW,-33.3,151.2
East Gosford,NSW,-33.4387,151.3534
Upper Mangrove,NSW,-33.2833,151.1167
Springfield,NSW,-33.4277,151.3763
Wyoming,NSW,-33.4039,151.3625
Kariong,NSW,-33.4397,151.2945
Erina Fair,NSW,-33.3953,151.2831
Lisarow,NSW,-33.3833,151.3667
Central Mangrove,NSW,-33.293,151.2387
Matcham,NSW,-33.4167,151.4167
Dunolly,NSW,-32.6377,151.093
Putty,NSW,-32.9652,150.6679
Hambledon Hill,NSW,-32.6377,151.093
Camberwell,NSW,-32.4833,151.0833
Dyrring,NSW,-32.5169,151.2187
Redbournberry,NSW,-32.5633,151.1915
Howes Valley,NSW,-32.8485,150.8512
Glendon,NSW,-32.5843,151.2856
Whittingham,NSW,-32.6167,151.2
Fern Gully,NSW,-32.5518,151.2027
Glendonbrook,NSW,-32.6377,151.093
Garland Valley,NSW,-32.6377,151.093
Westbrook,NSW,-32.6377,151.093
Bowmans Creek,NSW,-32.2652,151.1346
Clydesdale,NSW,-32.6377,151.093
Singleton Heights,NSW,-32.5416,151.1609
Sedgefield,NSW,-32.5402,151.2512
Obanvale,NSW,-32.6377,151.093
Mount Royal,NSW,-32.2479,151.2763
Doyles Creek,NSW,-32.5485,150.7846
Big Ridge,NSW,-32.6377,151.093
Falbrook,NSW,-32.4187,151.1364
Glenridding,NSW,-32.596,151.1487
Darlington,NSW,-33.891,151.1955
Hunterview,NSW,-32.5434,151.1772
Mount Thorley,NSW,-32.6195,151.1029
Greenlands,NSW,-32.6377,151.093
Warkworth,NSW,-32.5833,151.0333
Milbrodale,NSW,-32.6955,151.0096
Goorangoola,NSW,-32.292,151.1978
Combo,NSW,-32.6377,151.093
Big Yengo,NSW,-32.8931,150.8457
Singleton,NSW,-32.5674,151.166
Howick,NSW,-32.6377,151.093
Fordwich,NSW,-32.713,151.0589
Middle Falbrook,NSW,-32.4481,151.1469
Glennies Creek,NSW,-32.45,151.1167
Gouldsville,NSW,-32.6377,151.093
Reedy Creek,NSW,-32.6377,151.093
Jerrys Plains,NSW,-32.5,150.9167
Carrowbrook,NSW,-32.2686,151.2889
Bulga,NSW,-32.6667,151.0167
Glendon Brook,NSW,-32.5207,151.3346
Mount Olive,NSW,-32.6377,151.093
Lemington,NSW,-32.6377,151.093
Hebden,NSW,-32.3833,151.0667
Gowrie,NSW,-31.35,150.85
Singleton Dc,NSW,-32.6377,151.093
Roughit,NSW,-32.5798,151.2395
Mitchells Flat,NSW,-32.5485,151.2846
Mirannie,NSW,-32.4354,151.3687
Dural,NSW,-33.6833,151.0167
St Clair,NSW,-33.7973,150.7847
Broke,NSW,-32.7512,151.1045
Ravensworth,NSW,-32.4363,151.0541
Rixs Creek,NSW,-32.5342,151.1441
Scotts Flat,NSW,-32.5955,151.2472
Appletree Flat,NSW,-32.5053,150.8707
Wattle Ponds,NSW,-32.5203,151.1936
Wollemi,NSW,-33.044,150.6799
Mcdougalls Hill,NSW,-32.5482,151.1434
Maison Dieu,NSW,-32.5378,151.0902
Wylies Flat,NSW,-32.5871,151.1277
Bridgman,NSW,-32.4543,151.1882
Tennyson,NSW,-33.533,150.7375
The Slopes,NSW,-33.5324,150.7056
North Richmond,NSW,-33.5812,150.7194
Kurmond,NSW,-33.5533,150.6947
Hill Plain,NSW,-35.4751,144.9049
Lindifferon,NSW,-35.4383,145.1752
Mayrung,NSW,-35.4751,144.9049
Calimo,NSW,-35.4152,144.5846
Jimaringle,NSW,-35.4751,144.9049
Moonahcullah,NSW,-35.4751,144.9049
Booroorban,NSW,-34.9325,144.7619
Yallakool,NSW,-35.4751,144.9049
Benarca,NSW,-35.4751,144.9049
Willurah,NSW,-35.4751,144.9049
Steam Plains,NSW,-35.4751,144.9049
Wanganella,NSW,-35.2121,144.8194
Moonbria,NSW,-35.4751,144.9049
Warragoon,NSW,-35.6065,145.1693
Bullatale,NSW,-35.7409,145.084
Gulpa,NSW,-35.7,144.8833
Pretty Pine,NSW,-35.4152,144.8846
Caldwell,NSW,-35.6307,144.5029
Morago,NSW,-35.3718,144.6606
Wakool,NSW,-35.4717,144.403
Mathoura,NSW,-35.8152,144.9012
Stud Park,NSW,-35.4751,144.9049
Conargo,NSW,-35.3035,145.1801
Cornalla,NSW,-35.4751,144.9049
Deniliquin North,NSW,-35.4751,144.9049
Brassi,NSW,-35.5034,144.7183
Barratta,NSW,-35.2955,144.5737
Coree,NSW,-35.3454,145.4289
Deniliquin,NSW,-35.5324,144.9536
Hartwood,NSW,-35.3468,145.3531
Moira,NSW,-35.9318,144.8346
Birganbigil,NSW,-35.5058,145.1354
Wandook,NSW,-35.4621,144.9959
Good Hope,NSW,-34.9167,148.8167
Tangmangaroo,NSW,-34.65,148.8167
Jerrawa,NSW,-34.7788,149.0748
Mullion,NSW,-33.1252,149.1276
Bookham,NSW,-34.8126,148.6396
Woolgarlo,NSW,-34.8704,148.7178
Bowning,NSW,-34.7449,148.809
Wee Jasper,NSW,-35.1116,148.6766
Nanangroe,NSW,-34.9,148.4667
Murrumbateman,NSW,-34.972,149.0298
Dog Trap Crossing,NSW,-34.7665,148.8247
Laverstock,NSW,-34.7665,148.8247
Yass,NSW,-34.8404,148.9099
Bango,NSW,-34.7568,148.967
Marchmont,NSW,-34.8826,148.952
Kangiara,NSW,-34.5985,148.7512
Jeir,NSW,-35.0563,148.9719
Cavan,NSW,-34.7665,148.8247
Berremangra,NSW,-34.8,148.4833
Goondah,NSW,-34.7333,148.7333
Manton,NSW,-34.7665,148.8247
Burrinjuck,NSW,-35.0005,148.5976
Narrangullen,NSW,-34.7665,148.8247
Yass River,NSW,-34.7665,148.8247
Boambolo,NSW,-34.7665,148.8247
Limerick,NSW,-34.2168,149.4755
Mulgowrie,NSW,-34.2972,149.3538
Greenmantle,NSW,-33.9333,149.1
Crooked Corner,NSW,-34.2351,149.2615
Glenerin,NSW,-34.2972,149.3538
Laggan,NSW,-34.4167,149.5333
Binda,NSW,-34.3333,149.3667
Third Creek,NSW,-34.2972,149.3538
Kempton,NSW,-34.2972,149.3538
Lost River,NSW,-34.4295,149.3153
Junction Point,NSW,-34.2972,149.3538
Bigga,NSW,-34.0833,149.15
Fullerton,NSW,-34.2333,149.55
Hadley,NSW,-34.1506,149.5864
Narrawa,NSW,-34.4152,149.0846
Crookwell,NSW,-34.4593,149.4714
Tuena,NSW,-34.0235,149.3262
Grabben Gullen,NSW,-34.5402,149.4012
Cottawalla,NSW,-34.2972,149.3538
Peelwood,NSW,-34.1068,149.4346
Kialla,NSW,-34.5333,149.45
Wheeo,NSW,-34.5,149.2833
Thalaba,NSW,-34.2667,149.5167
Brooklands,NSW,-34.2972,149.3538
Blanket Flat,NSW,-34.15,149.2167
Rugby,NSW,-34.3833,149.0167
