suburb,state,latitude,longitude,assigned_region
Abington,NSW,-30.2833,151.1833,
Hillgrove,NSW,-30.5712,151.9045,
Newling,NSW,-30.4582,151.7675,
Madgwick,NSW,-30.4582,151.7675,
Commissioners Waters,NSW,-30.4582,151.7675,
Argyle,NSW,-30.4582,151.7675,
Armidale East,NSW,-30.4582,151.7675,
Armidale Dc,NSW,-30.4582,151.7675,
Acacia Park,NSW,-30.4582,151.7675,
Ben Venue,NSW,-30.4582,151.7675,
Enmore,NSW,-30.7333,151.8,
West Armidale,NSW,-30.4582,151.7675,
East Armidale,NSW,-30.4582,151.7675,
St Patricks,NSW,-30.4582,151.7675,
Jeogla,NSW,-30.5765,152.1184,
Uralla,NSW,-30.6411,151.5007,
Wagga Wagga Raaf,NSW,-35.1481,147.4671,
Forest Hill,NSW,-35.1481,147.4671,
Birdlip,NSW,-35.2661,147.0115,
Kubura,NSW,-35.2661,147.0115,
Brookdale,NSW,-35.3421,146.7055,
Osborne,NSW,-35.3545,146.7228,
Urangeline East,NSW,-35.4617,146.6825,
Urangeline,NSW,-35.4617,146.6825,
Riverina Mc,NSW,-35.0608,147.3542,
Riverina Msc,NSW,-35.0608,147.3542,
Callaghans Creeks,NSW,-31.7628,151.9085,
Corroboree Flat,NSW,-31.7628,151.9085,
Doon Ayre,NSW,-31.7628,151.9085,
Mograni Creek,NSW,-32.0333,152.0333,
Maudville,NSW,-31.7628,151.9085,
Mount Peerless,NSW,-31.7628,151.9085,
Pitlochry,NSW,-31.7628,151.9085,
Gloucester Tops,NSW,-31.9223,151.5346,
Mares Run,NSW,-31.7628,151.9085,
Wirradgurie,NSW,-31.7628,151.9085,
Invergordon,NSW,-31.7628,151.9085,
Mernot,NSW,-31.7628,151.9085,
Glen Ward,NSW,-31.7628,151.9085,
Barrington,NSW,-31.9726,151.9031,
Wapra,NSW,-31.7628,151.9085,
Kia Ora,NSW,-28.5825,152.0649,
Stratford,NSW,-32.1167,151.9333,
Giro,NSW,-31.7152,151.8096,
Barrington Tops,NSW,-31.9223,151.5346,
Upper Bowman,NSW,-31.9223,151.7831,
Birdwood,NSW,-31.3485,152.3346,
Rosewood,NSW,-31.4174,152.5805,
Redbank,NSW,-31.4242,152.7393,
Mount Seaview,NSW,-31.3635,152.1872,
Long Flat,NSW,-31.4395,152.4925,
Doyles River,NSW,-31.4174,152.5805,
Lake Innes,NSW,-31.5038,152.8165,
Werrikimbe,NSW,-31.4174,152.5805,
Forbes River,NSW,-31.298,152.32,
Grawin Opal Fields,NSW,-29.8526,148.1785,
Bulyeroi,NSW,-29.8526,148.1785,
Dandaloo,NSW,-32.2833,147.6333,
Gin Gin,NSW,-31.9116,148.0898,
Ravenswood,NSW,-31.6971,147.84,
Oxley,NSW,-31.9144,147.9638,
Bogan,NSW,-31.5514,147.7264,
Buddabadah,NSW,-31.5514,147.7264,
Warrigal,NSW,-31.5977,147.2598,
Miandetta,NSW,-31.5752,146.9815,
Babinda,NSW,-31.5514,147.7264,
Bogan,NSW,-31.8478,147.7215,
Collie,NSW,-31.6667,148.3,
Cassilis,NSW,-32.0,149.9833,
Uarbry,NSW,-32.0485,149.7679,
Borambil,NSW,-32.0333,150.0,
Merriwa,NSW,-32.1392,150.3556,
Yearinan,NSW,-31.1975,149.1797,
Bomera,NSW,-31.4894,149.8309,
Dandry,NSW,-31.0277,149.4043,
Tannabar,NSW,-31.2879,149.3793,
Wattle Springs,NSW,-31.3797,149.3169,
Napier Lane,NSW,-31.2986,149.4386,
Goolhi,NSW,-30.9708,149.8153,
Mullaley,NSW,-31.1011,149.9058,
Nombi,NSW,-31.1037,149.892,
Curlewis,NSW,-31.1167,150.2675,
Tambar Springs,NSW,-31.3495,149.83,
Nea,NSW,-31.2931,150.1173,
Pullaming,NSW,-31.2931,150.1173,
Premer,NSW,-31.4567,149.909,
Ropers Road,NSW,-31.5336,149.5109,
Kenebri,NSW,-30.7751,149.0236,
Baradine,NSW,-30.9487,149.0692,
Barwon,NSW,-30.9568,149.0287,
Eulomogo,NSW,-32.2667,148.6833,
Cumboogle,NSW,-32.3436,148.598,
Barbigal,NSW,-32.2211,148.6327,
Delroy Gardens,NSW,-32.2211,148.6327,
Dickygundi,NSW,-32.2211,148.6327,
Dubbo Dc,NSW,-32.2211,148.6327,
Manera Heights,NSW,-32.2211,148.6327,
Orana Heights,NSW,-32.2211,148.6327,
Goonoo Forest,NSW,-32.0942,148.8895,
Dubbo East,NSW,-32.2211,148.6327,
Troy Junction,NSW,-32.2211,148.6327,
Beni,NSW,-32.2,148.7667,
Dubbo West,NSW,-32.2211,148.6327,
Muronbung,NSW,-32.2211,148.6327,
Eschol,NSW,-32.3333,148.65,
Talbragar,NSW,-32.2,148.6333,
Whylandra Crossing,NSW,-32.2211,148.6327,
Dubbo Grove,NSW,-32.2211,148.6327,
Boothenba,NSW,-32.2,148.7,
Coolah,NSW,-31.8279,149.7156,
Goolma,NSW,-32.3818,149.2762,
Biraganbil,NSW,-32.308,149.4774,
Bondi Junction Plaza,NSW,-33.8961,151.2472,
Queens Park,NSW,-33.8995,151.2472,
Charing Cross,NSW,-33.902,151.2606,
Waverley,NSW,-33.902,151.2556,
Bronte,NSW,-33.902,151.2656,
North Bondi,NSW,-33.8879,151.2808,
Bondi Beach,NSW,-33.8908,151.2785,
Ben Buckler,NSW,-33.8928,151.2736,
Bondi,NSW,-33.8943,151.2644,
Tamarama,NSW,-33.8984,151.2706,
Rose Bay,NSW,-33.8688,151.2706,
Dover Heights,NSW,-33.8708,151.2792,
Rose Bay North,NSW,-33.8567,151.2799,
Watsons Bay,NSW,-33.8439,151.2829,
Hmas Watson,NSW,-33.8567,151.2799,
Diamond Bay,NSW,-33.8567,151.2799,
Vaucluse,NSW,-33.8555,151.2775,
Berthong,NSW,-34.2161,148.1176,
Yannawah,NSW,-34.2161,148.1176,
Milvale,NSW,-34.3167,147.9167,
Monteagle,NSW,-34.1833,148.35,
Bribbaree,NSW,-34.1199,147.8792,
Kikiamah,NSW,-34.0866,148.1005,
Bulla Creek,NSW,-34.1196,148.2567,
Greenethorpe,NSW,-34.0,148.4,
Bedgerebong,NSW,-33.35,147.7,
Yarragong,NSW,-33.4672,147.8806,
Weelong,NSW,-33.4672,147.8806,
Bundaburrah,NSW,-33.5167,147.7167,
Corinella,NSW,-33.4672,147.8806,
Forbes,NSW,-33.3844,148.0076,
Grawlin,NSW,-33.4667,148.0333,
Cumbijowa,NSW,-33.4672,147.8806,
Carrawabbity,NSW,-33.4672,147.8806,
Bandon,NSW,-33.5,148.3,
Warroo,NSW,-33.3333,147.5833,
Calarie,NSW,-33.3333,148.0167,
Arumpo,NSW,-33.5036,143.3112,
The Vale,NSW,-33.6907,143.8024,
Balranald,NSW,-34.6365,143.5614,
Penarie,NSW,-34.4095,143.6111,
Dareton,NSW,-34.0947,142.0397,
Coomealla,NSW,-34.0981,142.0925,
Benanee,NSW,-34.5167,142.8667,
Euston,NSW,-34.5744,142.7448,
Mallee,NSW,-34.222,142.6631,
Paringi,NSW,-34.3252,142.3505,
Monak,NSW,-34.2818,142.2679,
Gol Gol,NSW,-34.1788,142.2215,
Trentham Cliffs,NSW,-34.2205,142.2489,
Mourquong,NSW,-34.1368,142.1592,
Boeill Creek,NSW,-34.1432,142.1201,
Buronga,NSW,-34.1707,142.1735,
Northbridge,NSW,-33.8131,151.2173,
Royal North Shore Hospital,NSW,-33.8257,151.1931,
Greenwich,NSW,-33.8395,151.183,
Wollstonecraft,NSW,-33.8328,151.1898,
Crows Nest Dc,NSW,-33.8257,151.1931,
Gore Hill,NSW,-33.8167,151.1825,
Riverview,NSW,-33.8246,151.1624,
Northwood,NSW,-33.8289,151.1803,
Lane Cove West,NSW,-33.8161,151.1515,
Lane Cove North,NSW,-33.8054,151.1664,
Osborne Park,NSW,-33.8215,151.1633,
Linley Point,NSW,-33.8266,151.1502,
Longueville,NSW,-33.8329,151.1653,
Willoughby North,NSW,-33.7983,151.2081,
Castlecrag,NSW,-33.7999,151.2231,
Middle Cove,NSW,-33.7928,151.2125,
Willoughby,NSW,-33.8049,151.1993,
Wilton,NSW,-34.2405,150.6977,
Maldon,NSW,-34.2,150.6333,
Balmoral,NSW,-34.3077,150.521,
Picton,NSW,-34.1699,150.6117,
Buxton,NSW,-34.2602,150.5329,
Balmoral Village,NSW,-34.3149,150.5165,
Goodmans Ford,NSW,-34.4019,150.394,
Alpine,NSW,-34.4093,150.5296,
Willow Vale,NSW,-34.4351,150.47,
High Range,NSW,-34.3652,150.3012,
Mount Lindsey,NSW,-34.4019,150.394,
Balaclava,NSW,-34.4019,150.394,
Hill Top,NSW,-34.3479,150.4955,
Yerrinbool,NSW,-34.3688,150.5385,
Mittagong,NSW,-34.45,150.4457,
Woodlands,NSW,-34.4057,150.3943,
Barrallier,NSW,-34.3167,150.0667,
Wattle Ridge,NSW,-34.4019,150.394,
Bullio,NSW,-34.34,150.1723,
Glenquarry,NSW,-34.5263,150.4846,
East Kangaloon,NSW,-34.5667,150.5833,
Kangaloon,NSW,-34.546,150.544,
Bong Bong,NSW,-34.5239,150.4883,
East Bowral,NSW,-34.5239,150.4883,
Bundanoon,NSW,-34.6566,150.2962,
Bannister,NSW,-34.5985,149.4929,
Mcalister,NSW,-34.45,149.5833,
Leighwood,NSW,-34.6821,149.7157,
Mount Rae,NSW,-34.6821,149.7157,
Windellama,NSW,-35.022,149.8728,
Wiaborough,NSW,-34.6821,149.7157,
Richlands,NSW,-34.3167,149.8167,
Six Mile Flat,NSW,-34.6821,149.7157,
Komungla,NSW,-34.85,149.65,
Mayfield,NSW,-36.1304,148.9225,
Bungonia,NSW,-34.8485,149.9512,
Goulburn North,NSW,-34.6821,149.7157,
Spring Valley,NSW,-34.6821,149.7157,
Baw Baw,NSW,-34.75,149.6667,
Paling Yards,NSW,-34.6821,149.7157,
Carrick,NSW,-34.7,149.8833,
Goulburn Dc,NSW,-34.6821,149.7157,
Wowagin,NSW,-34.4167,149.7167,
Wombeyan Caves,NSW,-34.3096,149.9954,
Curraweela,NSW,-34.2675,149.7994,
Bannaby,NSW,-34.45,149.9833,
Jerrong,NSW,-34.1711,149.8619,
Wiarborough,NSW,-34.2439,149.8833,
Golspie,NSW,-34.2985,149.6679,
Glenmore,NSW,-36.3296,148.8673,
Werombi,NSW,-33.9833,150.5833,
Burragorang Valley,NSW,-34.1593,150.5565,
Theresa Park,NSW,-34.0068,150.6346,
Lefevres Corner,NSW,-34.1593,150.5565,
Oakdale,NSW,-34.0793,150.5132,
Cawdor,NSW,-34.1,150.6667,
Camden,NSW,-34.054,150.6962,
Ellis Lane,NSW,-34.0329,150.6782,
Camden Park,NSW,-34.1593,150.5565,
Brownlow Hill,NSW,-34.0333,150.6667,
Grasmere,NSW,-34.0539,150.666,
Kirkham,NSW,-34.0388,150.7111,
Spring Farm,NSW,-34.0685,150.7118,
Cobbitty,NSW,-34.0159,150.6785,
Oran Park,NSW,-34.0056,150.7403,
Bickley Vale,NSW,-34.0733,150.6644,
Nattai,NSW,-34.065,150.451,
Lakesland,NSW,-34.1652,150.5346,
Wallacia,NSW,-33.8658,150.6402,
Luddenham,NSW,-33.8785,150.6886,
Greendale,NSW,-33.9274,150.663,
North Wollongong,NSW,-34.4057,150.8976,
Wollongong West,NSW,-34.4248,150.8642,
Wollongong Dc,NSW,-34.337,150.7336,
Wollongong North,NSW,-34.4057,150.8976,
Wollongong,NSW,-34.424,150.8934,
Lake Heights,NSW,-34.4843,150.8665,
Primbee,NSW,-34.5036,150.8795,
Warrawong,NSW,-34.485,150.8883,
Kemblawarra,NSW,-34.4944,150.89,
Port Kembla,NSW,-34.4818,150.9012,
Berkeley,NSW,-34.4833,150.85,
Clifton,NSW,-34.261,150.9695,
Wombarra,NSW,-34.2833,150.95,
Thirroul,NSW,-34.316,150.9214,
Austinmer,NSW,-34.3052,150.9334,
Coledale,NSW,-34.291,150.9447,
Scarborough,NSW,-34.2624,150.9624,
Bulli Tops,NSW,-34.3383,150.9135,
Bulli,NSW,-34.3383,150.9135,
Woonona,NSW,-34.3493,150.9144,
Woonona East,NSW,-34.3524,150.9044,
East Corrimal,NSW,-34.3761,150.9108,
Corrimal East,NSW,-34.3761,150.9108,
Towradgi,NSW,-34.3867,150.9028,
Bellambi,NSW,-34.3667,150.9167,
Reidtown,NSW,-34.3887,150.8938,
Mount Pleasant,NSW,-34.3953,150.8666,
Fairy Meadow,NSW,-34.393,150.8928,
University Of Wollongong,NSW,-34.5321,150.8196,
Unanderra Dc,NSW,-34.4455,150.823,
Stream Hill,NSW,-34.4455,150.823,
Barrack Point,NSW,-34.5626,150.8709,
Lake Illawarra,NSW,-34.5466,150.8564,
Windang,NSW,-34.5333,150.8667,
Warilla,NSW,-34.5519,150.8583,
Mount Warrigal,NSW,-34.548,150.8375,
Haywards Bay,NSW,-34.543,150.793,
Yallah,NSW,-34.5369,150.7852,
Huntley,NSW,-34.4976,150.7421,
Cleveland,NSW,-34.5017,150.7709,
Avondale,NSW,-34.5175,150.7501,
Koonawarra,NSW,-34.5021,150.8085,
Kanahooka,NSW,-34.4916,150.8082,
Campbelltown,NSW,-34.0667,150.8167,
Woodbine,NSW,-34.0459,150.8215,
Bradbury,NSW,-34.0854,150.8154,
Cataract,NSW,-34.0896,150.8113,
Appin,NSW,-34.2035,150.7864,
Macarthur Square,NSW,-34.0896,150.8113,
Campbelltown North,NSW,-34.0896,150.8113,
Wedderburn,NSW,-34.1333,150.8167,
Blair Athol,NSW,-34.0621,150.8014,
Bargo,NSW,-34.293,150.5781,
Pheasants Nest,NSW,-34.2558,150.634,
Avon,NSW,-34.4271,150.7012,
Yanderra,NSW,-34.3196,150.5753,
Double Bay,NSW,-33.8778,151.2435,
Point Piper,NSW,-33.8667,151.25,
Darling Point,NSW,-33.8706,151.2389,
Hmas Rushcutters,NSW,-33.8723,151.2419,
Edgecliff,NSW,-33.8795,151.2368,
Illalong Creek,NSW,-34.6717,148.6348,
Anabranch South,NSW,-33.7501,141.7274,
Pomona,NSW,-34.023,141.8896,
Cal Lal,NSW,-34.0452,141.0884,
Curlwaa,NSW,-34.1077,141.9669,
Anabranch North,NSW,-33.9716,141.8629,
Pooncarie,NSW,-33.3853,142.5699,
Wentworth,NSW,-34.1073,141.9131,
Palinyewah,NSW,-33.9716,141.8629,
Pine Camp,NSW,-33.9716,141.8629,
Ellerslie,NSW,-33.9716,141.8629,
Rufus River,NSW,-33.9716,141.8629,
Pan Ban,NSW,-33.9716,141.8629,
Moorara,NSW,-33.9716,141.8629,
Scotia,NSW,-33.9716,141.8629,
Rufus,NSW,-34.0457,141.3312,
Gemville,NSW,-31.2054,143.2327,
Copi Hollow,NSW,-32.329,142.3597,
Sunset Strip,NSW,-32.2652,142.3012,
Menindee,NSW,-32.3929,142.4182,
Stephens Creek,NSW,-31.8333,141.5102,
Burns,NSW,-32.0811,140.9996,
Broughams Gate,NSW,-30.8876,141.2535,
South Broken Hill,NSW,-31.9652,141.4512,
Milparinka,NSW,-29.7345,141.8849,
Broken Hill West,NSW,-31.268,141.6404,
Broken Hill,NSW,-31.9652,141.4512,
Silverton,NSW,-31.884,141.2233,
Broken Hill North,NSW,-31.268,141.6404,
Cameron Corner,NSW,-31.268,141.6404,
Euriowie,NSW,-31.268,141.6404,
Kinalung,NSW,-31.268,141.6404,
Mount Gipps,NSW,-31.268,141.6404,
Tibooburra,NSW,-29.4339,142.0102,
Lord Howe Island,NSW,-32.3918,148.3941,
Bringenbrong,NSW,-36.1301,148.072,
Springrange,NSW,-35.076,149.0889,
Myola,NSW,-35.0231,150.6758,
Callala Beach,NSW,-35.0056,150.6958,
Swanhaven,NSW,-35.1801,150.5727,
Hyams Beach,NSW,-35.1014,150.6924,
Huskisson,NSW,-35.0401,150.668,
Kinghorne,NSW,-34.9896,150.7837,
Callala Bay,NSW,-34.9967,150.7228,
Comerong Island,NSW,-34.8654,150.7365,
Culburra Beach,NSW,-34.9279,150.7577,
Beecroft Peninsula,NSW,-35.0431,150.8071,
St Georges Basin,NSW,-35.0036,150.586,
Falls Creek,NSW,-34.9667,150.6,
Wrights Beach,NSW,-35.1157,150.6629,
Ettrema,NSW,-35.0036,150.586,
Currarong,NSW,-35.0151,150.8269,
Longreach,NSW,-35.0036,150.586,
Mondayong,NSW,-35.0036,150.586,
Berrara,NSW,-35.205,150.5525,
Cudmirrah,NSW,-35.198,150.5562,
Badagarang,NSW,-35.0036,150.586,
Vincentia,NSW,-35.0682,150.6748,
Sussex Inlet,NSW,-35.1567,150.5853,
Hmas Albatross,NSW,-35.0036,150.586,
Tallowal,NSW,-35.0036,150.586,
Nowra Naval Po,NSW,-35.0036,150.586,
Moollattoo,NSW,-35.0036,150.586,
Wollumboola,NSW,-34.9884,150.7436,
Norfolk Island,NSW,-32.3918,148.3941,
Wagait Beach,NT,-12.4348,130.7443,
Miniyerri,NT,-15.6762,132.6864,
Pellew Islands,NT,-15.6762,132.6864,
Nutwood Downs,NT,-15.6762,132.6864,
Edith,NT,-15.6762,132.6864,
Mcarthur,NT,-16.45,136.1167,
Flying Fox,NT,-15.6762,132.6864,
Bradshaw,NT,-15.6762,132.6864,
Victoria River Downs,NT,-15.6762,132.6864,
Dunmarra,NT,-16.6799,133.4122,
Numbulwar,NT,-14.2761,135.7372,
Arnold,NT,-15.6762,132.6864,
Buchanan,NT,-15.6762,132.6864,
Wilton,NT,-15.6762,132.6864,
Delamere,NT,-15.75,131.55,
Helen Springs Station,NT,-15.6762,132.6864,
Gregory,NT,-15.6762,132.6864,
Uralla,NT,-14.4911,132.2983,
Elsey Station,NT,-15.6762,132.6864,
Edith River,NT,-15.6762,132.6864,
Kalkaringi,NT,-15.6762,132.6864,
Baines,NT,-15.9828,129.4996,
Maranboy,NT,-14.5333,132.7833,
Wave Hill,NT,-17.4476,130.8344,
Limmen,NT,-15.5241,134.8004,
Ranken,NT,-20.7507,139.5291,
Jay Creek,NT,-22.2019,133.143,
Ayers Rock,NT,-22.2019,133.143,
Ghan,NT,-22.2019,133.143,
Telegraph Station,NT,-22.2019,133.143,
Anatye,NT,-22.2019,133.143,
Napperby Station,NT,-22.2019,133.143,
Aherrenge,NT,-22.2019,133.143,
Hart Range,NT,-22.2019,133.143,
Macdonnell Range,NT,-22.2019,133.143,
Docker River,NT,-22.2019,133.143,
Imampa,NT,-22.2019,133.143,
Pitjantjatjara Homelands,NT,-22.2019,133.143,
Ininti Store,NT,-22.2019,133.143,
Erldunda,NT,-22.2019,133.143,
Anangu Pitjantjatjara Yankunytjatjara,NT,-22.2019,133.143,
Davenport,NT,-22.2019,133.143,
Kulgera,NT,-22.2019,133.143,
Kings Creek Station,NT,-22.2019,133.143,
Antewenegerrde,NT,-22.2019,133.143,
Urapuntja,NT,-22.2019,133.143,
Hart,NT,-22.2019,133.143,
Umpangara,NT,-22.2019,133.143,
Uluru,NT,-22.2019,133.143,
Tara,NT,-21.4833,133.9992,
Murputja Homelands,NT,-22.2019,133.143,
Simpson,NT,-22.2019,133.143,
Mulga Bore,NT,-22.2019,133.143,
Thangkenharenge,NT,-22.2019,133.143,
Barrow Creek,NT,-21.55,133.8833,
Tanami,NT,-22.2019,133.143,
Petermann,NT,-22.2019,133.143,
Costello,NT,-22.2019,133.143,
Lake Mackay,NT,-22.2019,133.143,
Araluen,NT,-22.2676,133.1758,
The Gap,NT,-22.2676,133.1758,
Stuart,NT,-22.2676,133.1758,
Larapinta,NT,-22.2676,133.1758,
Flynn,NT,-22.2676,133.1758,
Brunchilly,NT,-18.2216,134.2542,
Darwin,NT,-12.4611,130.8418,
Rapid Creek,NT,-12.3804,130.8592,
Lyons,NT,-12.3591,130.8885,
Nightcliff,NT,-12.383,130.8517,
Coconut Grove,NT,-12.396,130.8519,
Tiwi,NT,-12.3588,130.878,
Lee Point,NT,-12.3415,130.8895,
Casuarina,NT,-12.374,130.8822,
Woodleigh Gardens,NT,-12.382,130.9006,
Sanderson,NT,-12.382,130.9006,
Northlakes,NT,-12.382,130.9006,
Buffalo Creek,NT,-12.3368,130.9054,
Sanderson,NT,-12.4022,130.916,
Charles Darwin University,NT,-12.3779,130.883,
University,NT,-12.4292,130.8859,
Charles Darwin University,NT,-12.4292,130.8859,
Darwin City,NT,-12.4618,130.8437,
Gunyangara,NT,-12.2165,136.7054,
Gove,NT,-12.1816,136.7784,
Yirrkala,NT,-12.2549,136.8899,
Nhulunbuy,NT,-12.1816,136.7784,
Alyangula,NT,-13.8541,136.4213,
Tindal Raaf,NT,-14.5312,132.3793,
Shoal Bay,NT,-12.4905,130.9788,
Durack,NT,-12.4731,130.9721,
Archer,NT,-12.5144,130.9688,
Gray,NT,-12.4904,130.9823,
Yarrawonga,NT,-12.4763,130.9908,
Palmerston,NT,-12.486,130.9833,
Marlow Lagoon,NT,-12.4913,130.9641,
Virginia,NT,-12.519,131.0284,
Girraween,NT,-12.5253,131.0957,
Manton,NT,-12.813,131.19,
Darwin River,NT,-12.8193,130.9697,
Heavitree Gap Cpa,NT,-22.2676,133.1758,
Ross,NT,-22.2676,133.1758,
Oenpelli,NT,-12.3237,133.0576,
Murrumujuk,NT,-12.2609,131.0717,
Thamarrurr,NT,-14.2032,129.7052,
Maningrida,NT,-12.0674,134.0866,
Blackmore,NT,-12.7593,130.9382,
Pularumpi,NT,-11.4049,130.4156,
Milyakburra,NT,-13.7794,136.2019,
Pirlangimpi,NT,-11.403,130.429,
Mandorah,NT,-12.4444,130.7589,
Warruwi,NT,-11.6577,133.3782,
Middle Point,NT,-12.5752,131.3169,
Wurrumiyanga,NT,-11.7608,130.6256,
Hughes,NT,-12.7007,131.0981,
Anindilyakwa,NT,-13.9169,136.5909,
Nemarluk,NT,-14.2768,130.3759,
Tivendale,NT,-12.4659,130.944,
Point Stephens,NT,-12.7282,131.665,
Southport,NT,-12.7218,130.9514,
Milikapiti,NT,-11.4255,130.6748,
Nguiu,NT,-11.7604,130.636,
East Arm,NT,-12.477,130.9152,
Cox Peninsula,NT,-12.4268,130.6408,
Charles Darwin,NT,-12.4338,130.8737,
Wickham,NT,-12.5539,130.9223,
Acacia Hills,NT,-12.7941,131.1254,
Daly,NT,-12.7282,131.665,
Minjilang,NT,-11.1584,132.5453,
Gunn Point,NT,-12.7282,131.665,
Bathurst Island,NT,-12.7282,131.665,
Channel Island,NT,-12.5533,130.8685,
Goulbourn Island,NT,-12.7282,131.665,
West Arnhem,NT,-12.2352,134.0603,
Croker Island,NT,-12.7282,131.665,
East Arnhem,NT,-12.7282,131.665,
Koolpinyah,NT,-12.7282,131.665,
Micket Creek,NT,-12.7282,131.665,
Woolaning,NT,-12.7282,131.665,
Rakula,NT,-13.1243,130.6555,
Annie River,NT,-12.7282,131.665,
Collett Creek,NT,-12.9002,130.9155,
Sandpalms Roadhouse,NT,-12.7282,131.665,
Wak Wak,NT,-12.7282,131.665,
Camp Creek,NT,-12.7282,131.665,
Fly Creek,NT,-12.776,131.0445,
Marrakai,NT,-12.7505,131.4806,
Hayes Creek,NT,-12.7282,131.665,
Glyde Point,NT,-12.7282,131.665,
Mickett Creek,NT,-12.7282,131.665,
Tipperary,NT,-12.7282,131.665,
Darwin River Dam,NT,-12.7282,131.665,
Border Store,NT,-12.7282,131.665,
Hidden Valley,NT,-12.4424,130.9094,
Mapuru,NT,-12.7282,131.665,
Wishart,NT,-12.7282,131.665,
Vernon Islands,NT,-12.7282,131.665,
Darwin Mc,NT,-12.7282,131.665,
Numburindi,NT,-13.9293,135.704,
Elrundie,NT,-12.4789,130.9599,
Delissaville,NT,-12.7282,131.665,
Point Stuart,NT,-12.5778,131.7347,
Margaret River,NT,-12.7282,131.665,
Fleming,NT,-12.7282,131.665,
Lake Bennett,NT,-12.9601,131.168,
Charlotte,NT,-12.7282,131.665,
Galiwinku,NT,-12.0281,135.5649,
Tumbling Waters,NT,-12.7685,130.95,
Pulumpa,NT,-12.7282,131.665,
Umbakumba,NT,-12.7282,131.665,
Goulburn Island,NT,-11.65,133.3883,
Milingimbi,NT,-12.1019,134.919,
Bynoe,NT,-12.802,130.6106,
Hotham,NT,-12.7282,131.665,
Kakadu,NT,-12.8685,132.474,
Tiwi Islands,NT,-11.5602,130.8174,
Weddell,NT,-12.7282,131.665,
Bynoe Harbour,NT,-12.7282,131.665,
Cobourg,NT,-11.3951,132.2683,
Pinelands,NT,-12.4576,130.9598,
Rosebery,NT,-12.5105,130.9878,
Mitchell,NT,-12.5012,130.9961,
Rosebery Heights,NT,-12.5012,130.9961,
Cossack,NT,-14.4555,132.1748,
Lansdowne,NT,-14.4314,132.3879,
King Ash Bay,NT,-15.4478,132.6109,
Three Ways,NT,-18.2216,134.2542,
Helen Springs,NT,-18.2216,134.2542,
Elliott,NT,-17.5507,133.5407,
Cresswell Downs,NT,-18.2216,134.2542,
Renner Springs,NT,-18.3184,133.7963,
Muckaty Station,NT,-18.2216,134.2542,
Nicholson,NT,-18.2216,134.2542,
Wycliffe Well,NT,-18.2216,134.2542,
Phillip Creek Station,NT,-18.2216,134.2542,
Avon Downs,NT,-18.2216,134.2542,
Wollogorang Station,NT,-18.2216,134.2542,
Tablelands,NT,-18.2216,134.2542,
Calvert,NT,-16.9206,137.2034,
Warrego,NT,-19.4362,133.8208,
Pine Creek,NT,-13.8208,131.8329,
Bagot,NT,-12.4153,130.8568,
The Gardens,NT,-12.4486,130.837,
Darwin International Airport,NT,-12.4309,130.8558,
Eaton,NT,-12.4124,130.8807,
Woolner,NT,-12.4378,130.8477,
Fannie Bay,NT,-12.4227,130.8363,
East Point,NT,-12.4107,130.8225,
Raaf Base Darwin,NT,-12.4309,130.8558,
Larrakeyah,NT,-12.4553,130.8317,
Darwin Dc,NT,-12.4309,130.8558,
Ludmilla,NT,-12.4203,130.8551,
Bayview,NT,-12.438,130.8571,
Coonawarra,NT,-12.4341,130.9098,
The Narrows,NT,-12.4264,130.8595,
Darwin Mc,NT,-12.4309,130.8558,
Cullen Bay,NT,-12.4309,130.8558,
Stuart Park,NT,-12.4486,130.8425,
Dundee Beach,NT,-12.7847,130.4736,
Dundee Downs,NT,-12.7617,130.4991,
Dundee Forest,NT,-12.8076,130.4481,
Whinstanes,QLD,-27.4229,153.0766,
Hamilton Central,QLD,-27.4229,153.0766,
Doomben,QLD,-27.4264,153.0716,
Brisbane Airport,QLD,-27.3947,153.114,
Ascot,QLD,-27.4315,153.058,
Hamilton,QLD,-27.439,153.0629,
Waraba,QLD,-26.9621,152.8128,
Greenstone,QLD,-26.9621,152.8128,
Lilywood,QLD,-26.9621,152.8128,
Corymbia,QLD,-26.9621,152.8128,
Wagtail Grove,QLD,-26.9621,152.8128,
Toogoom,QLD,-25.2564,152.6902,
Pialba,QLD,-25.287,152.8437,
Kingfisher Bay Resort,QLD,-25.3187,152.8297,
Kingfisher Bay,QLD,-25.3914,153.0294,
Scarness,QLD,-25.2841,152.856,
Great Sandy Strait,QLD,-25.3187,152.8297,
Urangan,QLD,-25.2921,152.9053,
Ghost Hill,QLD,-25.3187,152.8297,
Hervey Bay Dc,QLD,-25.3187,152.8297,
Torquay,QLD,-25.285,152.8789,
Hervey Bay,QLD,-25.2876,152.7694,
Eli Waters,QLD,-25.2792,152.8091,
Booral,QLD,-25.3605,152.9081,
River Heads,QLD,-25.4155,152.9131,
Dundowran Beach,QLD,-25.2693,152.7623,
Susan River,QLD,-25.3888,152.7652,
Happy Valley,QLD,-25.3376,153.2005,
Craignish,QLD,-25.2826,152.7243,
Point Vernon,QLD,-25.2573,152.8173,
Elliott,QLD,-25.0063,152.2758,
Windermere,QLD,-24.85,152.45,
Fairymead,QLD,-24.7833,152.3667,
Watalgan,QLD,-24.65,152.0333,
Bargara,QLD,-24.8148,152.4626,
Avondale,QLD,-24.7383,152.1582,
